Date,Variete,Temp_Air_Moy,Temp_Sol,Humidite_Sol,N,P,K,Prevision_Gelee,Indice_Succes
2025-10-16,Cœur de Bœuf,30.0,0.4,32,30,138,1,0,7
2025-10-16,Noire de Crimée,-2.1,23.6,43,20,193,40,0,87
2025-10-17,Marmande,16.9,1.8,35,89,185,122,0,19
2025-10-17,Marmande,-3.5,19.2,56,39,163,81,0,70
2025-10-19,Cerise,-2.2,10.1,14,111,160,143,0,11
2025-10-19,Noire de Crimée,35.8,10.7,29,44,174,131,0,11
2025-10-20,Cerise,1.3,12.4,15,76,12,139,0,81
2025-10-20,Noire de Crimée,19.0,21.7,79,176,39,28,0,78
2025-10-21,Noire de Crimée,13.5,11.7,68,86,88,134,0,12
2025-10-21,Noire de Crimée,10.6,25.6,73,147,67,13,0,70
2025-10-21,Marmande,35.5,14.2,27,100,41,11,0,81
2025-10-21,Cœur de Bœuf,-4.0,2.4,13,116,146,98,0,7
2025-10-22,Cerise,24.9,27.4,26,91,93,132,0,81
2025-10-23,Cœur de Bœuf,38.4,10.0,23,144,18,80,0,6
2025-10-25,Cerise,20.2,15.1,87,27,185,105,0,86
2025-10-26,Noire de Crimée,37.2,24.0,22,168,22,31,0,55
2025-10-27,Marmande,-2.6,11.6,16,193,53,73,0,19
2025-10-27,Cœur de Bœuf,13.8,2.0,53,24,64,170,0,8
2025-10-28,Marmande,6.7,13.1,24,57,139,80,0,57
2025-10-28,Cerise,27.9,33.1,28,40,23,68,0,81
2025-10-28,Marmande,39.2,22.5,72,133,33,44,0,92
2025-10-29,Marmande,6.5,23.5,44,74,52,105,0,82
2025-10-29,Cœur de Bœuf,24.4,22.1,90,37,135,136,0,50
2025-10-30,Noire de Crimée,3.9,7.0,44,133,17,176,0,8
2025-10-30,Marmande,20.4,14.6,28,172,56,160,0,71
2025-10-30,Noire de Crimée,15.9,26.3,29,74,111,99,0,97
2025-10-30,Cerise,38.7,3.5,44,141,4,145,0,10
2025-10-31,Marmande,22.4,9.7,41,65,153,8,0,10
2025-10-31,Cœur de Bœuf,10.7,9.7,57,167,157,61,1,0
2025-10-31,Cerise,0.1,15.1,53,2,181,184,0,100
2025-10-31,Cerise,1.8,34.3,33,116,12,28,0,86
2025-10-31,Cœur de Bœuf,5.1,2.4,70,98,82,124,1,0
2025-11-01,Marmande,6.3,18.2,26,151,28,113,0,85
2025-11-01,Marmande,33.3,6.3,80,18,2,152,0,11
2025-11-02,Cerise,20.3,34.0,59,145,89,142,0,83
2025-11-02,Marmande,18.6,4.0,74,191,103,133,0,21
2025-11-02,Noire de Crimée,0.2,14.1,41,115,122,119,0,73
2025-11-03,Cœur de Bœuf,33.7,25.8,45,124,185,169,0,81
2025-11-03,Noire de Crimée,27.5,24.7,22,87,75,156,0,78
2025-11-04,Marmande,-2.0,14.8,79,34,129,78,0,64
2025-11-04,Cerise,26.9,12.1,67,189,107,92,0,84
2025-11-04,Cœur de Bœuf,19.5,13.9,23,0,155,3,0,79
2025-11-05,Marmande,-1.3,9.2,46,152,81,81,0,18
2025-11-06,Marmande,15.6,7.2,88,172,76,184,0,14
2025-11-06,Cerise,16.8,16.9,77,176,1,176,0,66
2025-11-07,Cerise,2.5,9.4,49,125,126,171,0,6
2025-11-07,Noire de Crimée,37.6,10.1,68,88,134,74,0,7
2025-11-07,Cœur de Bœuf,33.2,23.0,89,143,25,13,0,64
2025-11-08,Cœur de Bœuf,25.1,33.9,25,146,87,130,0,66
2025-11-08,Cerise,15.8,21.1,71,150,15,113,0,70
2025-11-08,Noire de Crimée,13.5,2.7,13,24,150,61,1,0
2025-11-09,Cœur de Bœuf,24.3,2.6,54,15,167,105,0,20
2025-11-09,Cerise,19.5,33.3,37,181,187,63,0,72
2025-11-10,Marmande,-2.2,10.4,75,72,72,101,0,8
2025-11-10,Cœur de Bœuf,18.1,3.2,40,128,31,172,1,0
2025-11-10,Noire de Crimée,31.3,21.0,12,41,14,105,0,75
2025-11-11,Noire de Crimée,15.7,21.8,17,146,140,185,0,84
2025-11-11,Noire de Crimée,-2.7,22.7,33,161,4,19,0,95
2025-11-11,Marmande,30.4,9.4,24,79,73,57,1,0
2025-11-12,Cœur de Bœuf,4.1,0.5,52,103,51,111,0,17
2025-11-12,Cœur de Bœuf,6.6,33.8,40,182,76,56,0,85
2025-11-12,Marmande,2.4,8.8,82,145,168,195,1,0
2025-11-13,Cœur de Bœuf,9.9,23.7,54,33,180,118,0,57
2025-11-13,Marmande,29.1,24.7,75,88,109,96,0,96
2025-11-13,Marmande,18.4,21.4,17,124,177,91,0,56
2025-11-13,Marmande,4.2,11.0,80,44,142,51,0,12
2025-11-14,Noire de Crimée,34.5,9.5,66,133,105,36,0,17
2025-11-14,Cœur de Bœuf,34.6,20.9,89,20,126,7,1,0
2025-11-14,Marmande,34.2,30.3,39,121,6,43,0,58
2025-11-14,Cœur de Bœuf,5.7,33.1,83,69,39,97,0,60
2025-11-15,Noire de Crimée,15.3,3.7,27,95,155,132,1,0
2025-11-15,Marmande,39.3,5.4,78,104,159,117,0,9
2025-11-16,Cerise,29.7,33.1,48,47,98,68,0,81
2025-11-16,Noire de Crimée,-3.8,25.8,69,38,142,158,0,89
2025-11-16,Cerise,-2.1,30.9,52,30,84,44,0,85
2025-11-17,Cœur de Bœuf,15.9,7.1,54,9,197,136,0,12
2025-11-17,Cœur de Bœuf,35.9,20.6,32,29,64,31,0,41
2025-11-18,Noire de Crimée,19.2,24.5,78,17,131,32,0,79
2025-11-18,Cœur de Bœuf,17.4,23.8,15,187,10,125,0,77
2025-11-19,Cerise,-0.3,14.3,65,87,107,66,0,67
2025-11-19,Marmande,24.6,0.5,13,124,25,29,1,0
2025-11-19,Marmande,32.0,20.4,32,72,188,113,0,74
2025-11-20,Marmande,12.1,8.9,15,14,164,28,0,15
2025-11-20,Noire de Crimée,29.9,15.8,41,3,150,130,0,84
2025-11-21,Cœur de Bœuf,38.4,33.5,27,190,84,184,0,62
2025-11-21,Cerise,4.2,14.0,24,167,167,29,0,76
2025-11-21,Cœur de Bœuf,18.5,29.4,49,8,150,136,0,65
2025-11-22,Cœur de Bœuf,7.9,6.6,82,108,122,153,1,0
2025-11-22,Cœur de Bœuf,30.7,23.5,83,136,143,129,1,0
2025-11-22,Marmande,21.0,34.2,15,153,188,61,0,87
2025-11-22,Cerise,23.6,3.6,72,131,67,2,0,20
2025-11-23,Cerise,30.9,0.3,76,15,103,173,0,14
2025-11-23,Cœur de Bœuf,12.8,15.2,20,142,79,67,0,80
2025-11-23,Marmande,36.2,3.2,52,98,158,24,0,3
2025-11-24,Marmande,19.0,26.2,26,120,52,178,0,82
2025-11-25,Cerise,2.1,32.0,13,51,105,140,0,73
2025-11-26,Marmande,26.3,15.2,72,68,152,43,0,92
2025-11-26,Marmande,30.7,9.1,77,4,43,162,0,9
2025-11-26,Marmande,9.3,15.2,90,19,139,54,0,66
2025-11-27,Noire de Crimée,33.6,25.3,50,78,89,136,0,80
2025-11-27,Cœur de Bœuf,35.8,0.3,14,145,100,129,1,0
2025-11-27,Cerise,7.5,20.6,41,110,96,188,0,91
2025-11-27,Cerise,39.3,21.5,79,1,8,40,0,80
2025-11-29,Noire de Crimée,1.3,22.3,44,92,11,171,0,78
2025-12-01,Cœur de Bœuf,4.1,8.5,31,12,68,63,0,6
2025-12-01,Cerise,3.3,25.0,74,3,181,30,0,6
2025-12-01,Marmande,35.2,3.2,31,169,181,46,0,3
2025-12-01,Cerise,24.4,7.0,20,108,27,129,0,6
2025-12-02,Marmande,1.8,30.7,86,73,55,95,1,0
2025-12-02,Noire de Crimée,14.8,25.9,12,188,98,76,0,9
2025-12-03,Marmande,22.7,0.5,18,94,196,109,0,1
2025-12-03,Cerise,-1.2,8.7,69,104,109,68,0,2
2025-12-04,Cerise,34.7,7.5,85,7,76,57,0,5
2025-12-04,Cerise,31.2,9.5,23,66,102,105,0,1
2025-12-04,Noire de Crimée,17.7,8.7,27,190,105,43,0,0
2025-12-04,Noire de Crimée,38.5,2.2,82,109,108,73,0,8
2025-12-05,Cœur de Bœuf,13.8,16.1,32,8,111,55,0,0
2025-12-05,Cerise,39.3,25.6,83,116,57,170,0,3
2025-12-06,Marmande,25.1,21.2,56,10,77,126,1,0
2025-12-06,Noire de Crimée,23.6,23.6,78,98,74,161,0,7
2025-12-06,Cerise,2.5,2.8,56,41,41,29,0,5
2025-12-06,Cerise,34.7,33.3,39,140,165,70,0,3
2025-12-06,Noire de Crimée,14.2,29.3,34,163,67,197,0,1
2025-12-07,Cœur de Bœuf,2.3,28.2,37,119,180,117,0,6
2025-12-07,Noire de Crimée,-4.4,28.8,34,140,32,54,0,2
2025-12-07,Noire de Crimée,20.2,32.6,83,11,70,66,0,5
2025-12-08,Marmande,18.7,19.0,87,36,55,140,0,5
2025-12-08,Marmande,27.4,7.0,67,73,104,2,0,5
2025-12-08,Cœur de Bœuf,35.1,21.6,50,72,199,25,0,3
2025-12-08,Cerise,-1.4,26.0,34,51,100,56,0,11
2025-12-08,Noire de Crimée,27.9,25.8,87,198,50,125,0,6
2025-12-08,Cœur de Bœuf,3.4,18.3,57,129,73,151,0,4
2025-12-09,Marmande,33.6,2.4,19,55,170,52,0,5
2025-12-10,Noire de Crimée,31.9,13.0,84,59,120,197,0,2
2025-12-10,Cerise,19.3,32.2,20,22,142,42,0,3
2025-12-11,Marmande,27.0,20.5,30,102,165,187,0,12
2025-12-11,Marmande,9.1,18.8,54,39,142,185,0,2
2025-12-12,Marmande,16.2,9.4,16,63,4,48,0,4
2025-12-12,Cœur de Bœuf,32.0,12.9,90,84,82,41,0,3
2025-12-12,Cerise,15.7,31.3,73,150,181,193,1,0
2025-12-12,Noire de Crimée,11.1,23.3,73,156,50,10,0,1
2025-12-12,Cœur de Bœuf,17.2,27.6,11,178,9,102,0,6
2025-12-12,Cœur de Bœuf,32.3,15.9,85,196,139,97,0,5
2025-12-12,Cœur de Bœuf,10.1,22.1,51,88,3,145,0,7
2025-12-13,Marmande,2.8,8.7,63,30,94,84,1,0
2025-12-14,Cerise,27.0,24.7,84,177,145,99,1,0
2025-12-14,Cœur de Bœuf,32.2,15.0,25,19,79,103,0,7
2025-12-14,Noire de Crimée,-0.5,15.5,27,182,35,179,0,7
2025-12-14,Cerise,5.8,22.7,68,129,24,45,0,2
2025-12-15,Noire de Crimée,1.4,32.8,25,152,97,43,0,6
2025-12-15,Cerise,10.7,2.2,15,12,163,21,0,6
2025-12-15,Noire de Crimée,15.3,28.9,66,121,100,180,0,1
2025-12-15,Marmande,28.7,10.2,56,102,194,186,1,0
2025-12-15,Cœur de Bœuf,24.3,15.5,57,105,8,113,0,4
2025-12-16,Noire de Crimée,22.9,0.8,51,118,60,124,0,0
2025-12-16,Cerise,10.9,10.5,85,69,52,123,1,0
2025-12-16,Cœur de Bœuf,32.9,17.6,69,194,145,29,1,0
2025-12-16,Cœur de Bœuf,16.2,2.0,86,185,170,7,0,7
2025-12-17,Cerise,39.1,17.2,13,98,162,97,0,6
2025-12-17,Noire de Crimée,23.5,32.4,11,81,62,56,0,9
2025-12-18,Marmande,0.7,3.7,68,74,120,110,0,4
2025-12-18,Marmande,25.4,26.8,36,117,104,72,1,0
2025-12-18,Noire de Crimée,9.6,14.3,36,83,3,114,1,0
2025-12-20,Cœur de Bœuf,25.9,22.9,88,191,92,19,0,6
2025-12-21,Cœur de Bœuf,-1.9,9.1,81,68,168,24,0,7
2025-12-21,Cœur de Bœuf,2.9,5.6,16,58,172,18,0,2
2025-12-21,Cœur de Bœuf,33.5,5.6,72,187,177,4,1,0
2025-12-21,Noire de Crimée,5.2,2.5,55,125,27,74,0,2
2025-12-22,Cœur de Bœuf,32.7,6.5,72,110,169,127,0,2
2025-12-23,Cerise,7.6,23.2,21,61,79,71,0,3
2025-12-23,Cœur de Bœuf,23.9,30.9,22,143,75,154,0,2
2025-12-23,Marmande,26.2,28.5,52,127,115,39,0,2
2025-12-24,Cœur de Bœuf,18.1,24.0,26,104,68,25,0,7
2025-12-24,Noire de Crimée,8.7,3.9,72,67,97,26,1,0
2025-12-25,Marmande,4.6,10.1,90,14,0,189,1,0
2025-12-25,Noire de Crimée,-3.5,10.8,45,182,166,82,0,4
2025-12-26,Noire de Crimée,8.7,8.7,17,34,95,127,0,5
2025-12-26,Marmande,24.4,18.0,78,182,16,177,0,3
2025-12-26,Noire de Crimée,37.2,18.7,89,13,111,169,0,3
2025-12-26,Noire de Crimée,34.2,12.5,45,176,90,156,0,5
2025-12-26,Cœur de Bœuf,29.5,12.4,37,101,87,166,1,0
2025-12-26,Cerise,30.5,29.0,56,99,162,187,0,5
2025-12-27,Noire de Crimée,24.9,27.6,85,6,173,168,0,7
2025-12-27,Noire de Crimée,6.7,10.8,39,29,169,32,1,0
2025-12-29,Noire de Crimée,35.8,32.0,32,48,166,96,1,0
2025-12-30,Cœur de Bœuf,25.2,33.3,25,143,89,110,0,8
2025-12-30,Cerise,20.2,11.4,23,110,48,15,0,2
2025-12-31,Marmande,-0.0,12.4,83,178,189,22,0,7
2025-12-31,Cœur de Bœuf,15.1,17.7,80,71,37,134,0,1
2025-12-31,Cœur de Bœuf,15.7,32.9,61,79,150,25,0,11
2025-12-31,Cerise,33.9,30.7,46,82,149,95,0,2
2025-12-31,Cerise,19.6,3.6,38,41,131,11,1,0
2025-12-31,Cœur de Bœuf,12.1,13.7,76,16,176,71,0,7
