Variete,Temp_Air_Moy,Temp_Sol,Humidite_Sol,N,P,K,Prevision_Gelee,Indice_Succes
Cœur de Bœuf,24.5,25.8,88,118,85,169,1,89
Cœur de Bœuf,22.8,24.3,46,120,84,130,0,67
Cœur de Bœuf,26.5,19.3,79,108,66,163,0,90
Cerise,22.7,26.9,81,98,81,137,0,85
Cerise,26.7,21.7,63,117,92,150,0,95
Noire de Crimée,20.9,28.0,74,137,64,160,0,99
Marmande,19.3,27.6,52,139,97,152,0,69
Marmande,26.6,27.5,88,128,71,140,1,86
Cœur de Bœuf,23.9,26.3,52,129,73,145,1,50
Cerise,26.9,21.0,70,120,66,156,1,72
Cœur de Bœuf,27.4,23.8,58,108,87,136,0,87
Noire de Crimée,18.5,21.0,68,122,75,153,0,69
Marmande,23.0,21.3,61,115,61,161,0,53
Marmande,21.7,24.5,80,134,90,164,1,98
Cœur de Bœuf,24.3,19.4,60,90,95,160,0,87
Noire de Crimée,25.9,27.7,55,100,73,158,0,54
Marmande,20.8,27.3,69,91,87,133,0,55
Noire de Crimée,23.6,22.4,44,124,91,164,1,75
Noire de Crimée,25.1,23.6,80,102,87,140,1,50
Cœur de Bœuf,19.3,23.2,80,128,71,163,1,99
Cerise,26.1,26.9,45,123,72,168,1,64
Cœur de Bœuf,24.1,25.2,60,123,81,144,1,65
Cerise,27.5,21.5,81,124,88,143,1,72
Noire de Crimée,21.4,23.0,89,121,89,150,0,90
Cerise,19.1,22.9,50,134,74,136,0,71
Noire de Crimée,23.1,27.6,63,101,99,146,1,54
Marmande,18.9,20.6,67,122,63,147,0,92
Marmande,27.7,19.8,54,107,92,143,0,54
Marmande,18.4,26.9,78,94,68,167,1,55
Cœur de Bœuf,25.5,27.1,85,108,97,158,1,51
Cœur de Bœuf,23.3,26.8,79,120,75,139,1,59
Noire de Crimée,21.7,23.6,86,116,85,146,1,85
Marmande,18.7,24.9,58,131,86,161,0,95
Cœur de Bœuf,24.2,24.1,89,127,70,149,0,84
Marmande,23.9,19.6,56,139,85,146,1,94
Cœur de Bœuf,20.8,24.4,42,104,73,136,0,72
Cerise,27.1,19.1,42,135,60,168,0,96
Cerise,21.0,21.9,78,137,70,159,0,65
Marmande,22.5,27.4,67,93,89,167,0,86
Noire de Crimée,23.4,21.7,70,108,83,169,0,91
Cœur de Bœuf,19.0,27.5,81,110,63,139,1,84
Cœur de Bœuf,27.3,21.3,88,129,81,161,1,97
Cerise,21.7,21.8,86,90,67,155,0,89
Cerise,18.8,24.7,47,109,75,146,1,65
Noire de Crimée,21.9,25.9,56,111,92,130,1,54
Noire de Crimée,24.0,23.5,74,102,92,168,0,60
Noire de Crimée,23.1,26.9,75,130,69,155,0,78
Marmande,24.9,19.4,66,90,61,159,0,97
Cerise,18.6,27.3,79,104,63,138,0,95
Marmande,20.8,20.8,84,104,82,162,1,60
Cerise,26.2,27.0,72,103,86,155,0,95
Cerise,18.8,22.6,89,94,92,139,0,65
Cœur de Bœuf,26.6,26.5,50,138,92,161,0,74
Cerise,18.9,25.0,60,95,79,168,0,99
Cerise,26.3,20.6,45,130,72,162,1,52
Marmande,21.6,27.3,87,120,70,156,0,52
Cerise,24.1,21.2,60,115,78,158,1,50
Marmande,19.5,21.2,67,114,91,148,0,61
Noire de Crimée,18.7,26.3,56,138,62,147,0,56
Cerise,20.2,20.0,57,128,72,164,0,92
Cerise,19.3,21.0,50,129,87,157,1,94
Marmande,21.1,23.5,85,104,81,167,1,95
Noire de Crimée,23.1,26.5,83,95,78,139,0,81
Cœur de Bœuf,23.9,20.3,64,90,90,132,0,71
Noire de Crimée,25.9,23.9,69,130,79,158,0,61
Marmande,24.6,25.4,64,96,83,145,0,55
Noire de Crimée,24.1,26.7,46,93,91,165,0,87
Marmande,22.1,27.4,88,90,68,130,1,88
Marmande,22.7,26.1,76,130,78,147,1,87
Cœur de Bœuf,22.1,24.9,85,91,82,133,1,90
Cerise,26.4,22.9,66,137,84,134,0,70
Marmande,20.3,20.0,65,123,92,150,1,77
Marmande,18.1,25.4,52,124,61,133,0,81
Cœur de Bœuf,24.5,27.9,63,135,62,149,0,76
Marmande,20.0,25.6,51,102,87,148,0,98
Cerise,26.9,19.2,53,106,96,164,0,98
Cœur de Bœuf,26.6,23.5,48,99,94,153,0,64
Cerise,18.8,24.5,70,92,73,149,0,82
Cerise,19.1,25.2,43,93,83,157,0,81
Cœur de Bœuf,23.0,25.5,58,114,96,167,0,95
Marmande,24.1,24.0,40,126,62,153,1,83
Cerise,20.7,21.0,68,132,82,149,0,56
Cerise,25.2,27.5,84,127,93,153,0,62
Cerise,23.9,25.3,45,118,68,135,0,88
Cerise,21.2,21.1,40,90,77,167,0,99
Cœur de Bœuf,18.3,21.9,64,119,61,154,0,55
Cœur de Bœuf,25.5,27.3,66,128,81,161,1,58
Noire de Crimée,20.1,27.0,61,99,94,146,1,91
Noire de Crimée,26.3,22.6,56,118,90,146,0,53
Cerise,22.2,19.3,68,133,85,134,0,79
Marmande,23.8,19.4,42,121,73,146,0,77
Cerise,26.7,21.6,56,133,87,138,0,70
Marmande,26.6,24.7,41,90,70,149,1,61
Cerise,21.7,24.3,71,130,91,131,0,62
Noire de Crimée,20.1,24.7,61,106,80,148,1,99
Noire de Crimée,25.8,25.5,78,101,82,138,0,62
Marmande,22.3,19.2,72,91,83,169,0,76
Cerise,19.9,19.9,61,98,71,148,1,77
Marmande,27.0,22.2,86,101,62,133,1,67
Noire de Crimée,20.0,20.4,43,114,65,135,0,86
Cerise,18.3,19.7,77,125,71,165,0,65
Cerise,18.2,24.8,52,133,79,140,0,70
Marmande,24.2,26.3,62,139,65,150,0,59
Cœur de Bœuf,24.6,25.8,52,124,79,154,0,63
Marmande,21.1,26.4,59,111,73,159,0,77
Noire de Crimée,21.2,25.0,72,122,60,147,0,78
Noire de Crimée,21.4,25.6,73,139,79,154,1,96
Noire de Crimée,24.8,21.4,77,110,81,150,0,60
Noire de Crimée,18.6,27.9,68,129,99,152,0,79
Noire de Crimée,27.3,20.6,71,111,90,159,0,89
Cœur de Bœuf,20.2,20.9,50,117,90,147,0,76
Cerise,28.0,21.6,57,93,87,162,1,98
Marmande,19.7,27.8,84,115,71,164,0,52
Marmande,25.7,27.9,60,112,75,151,0,50
Noire de Crimée,20.2,26.2,51,137,92,153,1,81
Marmande,18.8,24.7,78,138,94,152,0,88
Noire de Crimée,26.7,23.7,59,112,63,130,0,70
Cœur de Bœuf,26.6,27.7,46,130,69,144,0,51
Cœur de Bœuf,22.0,25.3,66,97,93,157,0,59
Cerise,25.0,27.5,46,121,62,149,0,80
Cœur de Bœuf,23.6,21.8,41,128,90,165,0,67
Cœur de Bœuf,26.5,22.0,82,133,90,145,1,56
Cerise,21.2,26.7,72,90,60,134,0,54
Marmande,23.2,20.3,60,119,64,144,0,78
Noire de Crimée,22.9,27.5,68,117,64,131,0,53
Noire de Crimée,21.5,23.6,71,106,61,153,0,95
Marmande,26.9,27.3,84,112,74,142,0,52
Cerise,19.7,22.0,51,127,60,152,0,62
Marmande,19.5,25.4,52,113,80,141,0,52
Cœur de Bœuf,23.8,23.3,78,111,96,162,0,57
Cerise,24.6,24.6,83,94,66,154,1,99
Cerise,19.9,23.5,88,114,70,164,0,53
Cerise,21.9,27.7,79,96,85,164,1,91
Noire de Crimée,27.5,25.2,42,111,61,130,0,84
Marmande,20.5,21.3,78,133,89,133,1,61
Cerise,24.7,27.2,47,126,73,160,1,73
Cerise,25.4,21.6,85,123,64,157,1,87
Cerise,22.5,22.3,85,125,90,140,0,68
Marmande,27.4,19.9,41,138,91,161,1,85
Noire de Crimée,25.4,27.1,45,129,93,131,1,84
Cœur de Bœuf,22.6,21.6,87,109,69,142,0,67
Noire de Crimée,23.7,21.3,80,126,90,146,0,89
Cerise,24.9,27.3,54,106,86,133,0,83
Noire de Crimée,23.9,26.2,86,93,77,160,0,74
Noire de Crimée,26.8,20.3,51,139,64,167,0,56
Cœur de Bœuf,21.6,25.9,80,107,76,132,0,60
Marmande,21.0,27.2,87,117,70,141,0,87
Marmande,20.1,19.7,71,139,64,147,1,68
Noire de Crimée,18.4,26.4,45,105,97,159,1,84
Noire de Crimée,18.4,23.9,66,132,96,140,1,94
Marmande,26.7,25.0,86,97,80,153,1,69
Marmande,24.8,23.4,52,133,83,150,0,76
Cœur de Bœuf,24.6,25.3,62,107,89,164,1,80
Cerise,24.1,19.3,49,139,75,133,0,74
Noire de Crimée,26.5,25.9,53,118,81,155,0,51
Marmande,22.8,19.3,42,129,61,137,0,78
Noire de Crimée,26.7,23.1,51,105,78,153,0,86
Noire de Crimée,21.6,20.4,64,119,96,141,0,80
Marmande,27.3,26.4,40,138,61,134,0,96
Cœur de Bœuf,25.0,21.8,71,123,70,145,0,91
Noire de Crimée,20.6,23.1,63,119,92,161,1,55
Cœur de Bœuf,23.6,22.9,87,110,68,158,0,95
Marmande,23.3,26.0,81,111,84,162,1,70
Cerise,19.4,23.3,48,136,65,143,1,82
Cerise,23.9,26.1,89,114,70,154,0,58
Noire de Crimée,21.1,19.7,40,111,86,137,0,59
Marmande,18.5,20.7,81,117,67,156,1,71
Cœur de Bœuf,27.5,24.0,78,128,90,164,0,80
Noire de Crimée,24.4,27.5,49,122,86,151,1,60
Marmande,26.8,19.7,83,91,64,136,0,68
Marmande,24.8,19.4,82,93,74,165,0,90
Cœur de Bœuf,21.6,20.4,80,105,61,141,0,61
Noire de Crimée,23.1,24.8,69,101,74,138,0,87
Marmande,24.8,22.6,44,106,90,164,0,65
Marmande,27.6,26.4,43,125,79,168,0,62
Marmande,20.5,19.6,84,105,62,148,0,87
Cœur de Bœuf,26.7,20.8,47,128,98,157,0,62
Noire de Crimée,27.2,21.7,55,112,69,158,0,64
Noire de Crimée,24.7,24.6,40,97,85,137,1,67
Noire de Crimée,27.3,25.2,88,98,69,156,0,65
Noire de Crimée,22.0,20.1,54,103,99,134,1,90
Cerise,27.5,27.5,63,98,72,158,0,99
Cerise,25.0,22.1,54,136,80,164,0,91
Noire de Crimée,18.4,25.4,89,115,93,162,0,93
Cœur de Bœuf,27.1,23.7,45,125,91,161,0,54
Cerise,22.8,21.0,41,92,68,150,0,76
Marmande,22.6,26.6,44,99,89,139,0,51
Cerise,23.7,26.4,78,114,60,145,0,90
Marmande,19.5,22.6,80,93,71,140,0,99
Noire de Crimée,22.7,24.3,73,119,94,148,0,76
Cerise,26.3,21.3,78,139,83,142,0,50
Cœur de Bœuf,18.2,25.2,71,100,99,144,0,63
Cerise,20.7,21.8,68,108,69,165,1,84
Cerise,18.0,26.6,68,139,83,161,0,72
Cerise,22.2,21.0,63,102,77,148,1,92
Noire de Crimée,25.3,19.1,85,125,67,144,0,71
Cœur de Bœuf,26.0,21.4,70,92,72,167,1,76
Cerise,27.5,20.7,63,137,75,151,1,99
Cœur de Bœuf,24.1,23.6,54,103,73,142,0,74
Noire de Crimée,20.5,20.8,51,99,68,149,1,83
Marmande,27.2,25.9,59,127,68,144,1,98
Cerise,25.8,21.2,43,129,64,136,0,76
Cœur de Bœuf,23.7,25.4,52,116,70,151,0,84
Cœur de Bœuf,25.0,24.2,80,113,78,149,0,70
Noire de Crimée,27.2,27.9,83,105,97,148,0,88
Cerise,25.1,28.0,49,99,69,156,0,52
Marmande,21.7,26.8,80,116,75,137,0,74
Cœur de Bœuf,25.1,25.8,62,96,88,147,0,96
Cerise,18.4,22.5,46,117,64,139,0,53
Marmande,21.9,25.8,51,115,77,164,0,64
Cœur de Bœuf,22.1,27.6,87,107,94,144,1,52
Cœur de Bœuf,19.7,19.2,54,102,95,152,0,60
Marmande,18.2,23.8,46,97,81,141,0,77
Marmande,19.3,21.0,47,116,83,156,1,52
Noire de Crimée,24.5,24.0,46,103,71,135,1,67
Cerise,26.0,23.2,82,130,98,153,0,95
Cerise,27.9,24.2,43,133,71,151,0,58
Noire de Crimée,21.5,24.0,89,95,94,138,0,64
Cœur de Bœuf,24.0,27.6,46,109,78,139,1,89
Marmande,27.4,24.0,84,117,96,132,1,57
Marmande,19.7,26.6,80,112,73,135,1,89
Marmande,25.2,21.9,69,101,82,155,0,63
Cœur de Bœuf,25.5,22.9,57,113,99,143,0,87
Marmande,18.9,23.2,69,133,81,165,0,62
Marmande,26.6,21.5,46,111,70,148,1,88
Noire de Crimée,26.1,22.4,87,115,61,168,0,96
Cœur de Bœuf,18.3,24.4,62,111,69,152,0,59
Cerise,18.9,24.2,76,96,64,134,0,93
Noire de Crimée,18.5,24.7,46,104,89,144,0,79
Noire de Crimée,21.3,22.2,77,137,80,159,0,54
Cerise,23.1,21.8,68,119,92,162,0,71
Noire de Crimée,23.3,24.5,73,93,84,167,0,84
Cœur de Bœuf,20.7,20.2,78,95,66,148,1,54
Marmande,27.1,21.3,80,137,99,134,0,61
Cœur de Bœuf,21.7,19.4,84,136,87,138,1,84
Cerise,18.5,19.7,88,91,75,136,0,70
Cerise,21.0,21.2,88,120,96,153,0,75
Noire de Crimée,23.3,19.2,86,113,62,145,0,50
Cœur de Bœuf,22.1,21.2,57,124,78,166,1,98
Cœur de Bœuf,20.7,24.9,86,136,71,139,0,59
Cerise,19.3,19.5,82,120,78,150,1,87
Cœur de Bœuf,26.2,22.9,64,114,70,150,1,73
Cerise,28.0,27.2,66,97,62,144,1,80
Cœur de Bœuf,21.3,26.1,66,101,61,142,0,94
Cœur de Bœuf,21.8,21.7,51,91,85,136,0,96
Cœur de Bœuf,24.2,27.3,62,104,81,169,0,72
Cerise,25.2,22.0,56,129,76,137,1,70
Noire de Crimée,21.9,19.7,83,121,93,167,1,51
Cœur de Bœuf,27.0,27.9,46,100,74,131,0,80
Cerise,23.6,26.8,63,106,71,166,0,51
Cerise,22.5,23.2,46,110,75,151,0,79
Cœur de Bœuf,24.5,25.0,68,111,75,133,0,74
Cœur de Bœuf,27.5,25.0,67,122,98,136,1,98
Noire de Crimée,25.9,20.8,62,118,65,130,0,68
Cerise,18.4,20.8,49,104,67,148,0,50
Cerise,21.3,23.2,55,110,84,159,0,86
Marmande,22.7,27.2,82,91,78,131,0,77
Cerise,21.1,19.1,87,131,78,142,0,69
Noire de Crimée,25.0,26.0,73,127,71,157,0,97
Marmande,26.3,19.5,64,92,68,143,0,54
Marmande,25.3,23.3,41,114,88,132,0,79
Marmande,27.9,24.7,89,102,86,145,0,72
Cœur de Bœuf,20.7,25.2,44,113,64,154,0,91
Cœur de Bœuf,26.7,19.5,53,120,85,132,1,76
Cerise,25.7,22.8,70,104,89,163,0,91
Marmande,21.6,24.3,79,95,73,132,0,50
Noire de Crimée,25.3,19.6,45,130,92,158,0,58
Cœur de Bœuf,19.0,20.2,67,99,94,169,1,99
Noire de Crimée,25.9,25.0,48,98,70,148,0,56
Noire de Crimée,23.3,23.7,45,139,63,149,0,75
Cœur de Bœuf,20.9,20.5,56,130,92,150,0,65
Cœur de Bœuf,24.6,23.8,79,139,65,149,1,55
Cœur de Bœuf,24.4,27.2,74,130,87,157,0,91
Cœur de Bœuf,20.1,19.1,51,94,69,156,0,86
Marmande,18.3,24.8,84,134,95,154,0,94
Marmande,22.3,19.7,57,133,85,131,0,61
Marmande,23.7,19.1,82,130,89,153,1,73
Marmande,26.8,20.4,73,108,81,162,0,66
Cerise,27.3,22.8,85,109,64,148,0,51
Marmande,23.3,26.2,40,122,61,155,1,80
Cœur de Bœuf,25.5,21.5,54,132,92,132,0,86
Noire de Crimée,22.4,24.6,57,126,75,156,0,91
Marmande,25.5,22.7,61,120,66,143,0,78
Cerise,20.0,21.1,57,128,80,149,1,50
Cœur de Bœuf,21.7,23.6,88,102,94,164,0,93
Noire de Crimée,24.3,26.2,40,127,81,152,0,63
Noire de Crimée,18.2,26.5,85,134,81,154,0,89
Marmande,25.2,26.6,59,95,65,133,0,98
Noire de Crimée,26.4,22.0,87,136,92,131,1,60
Marmande,22.0,26.1,75,97,98,131,0,81
Marmande,22.5,20.9,77,132,84,154,0,69
Cœur de Bœuf,26.5,25.6,64,99,77,152,1,51
Cœur de Bœuf,25.8,27.5,55,130,94,150,1,80
Cerise,20.9,19.1,59,93,83,154,1,54
Cœur de Bœuf,21.2,23.0,77,103,99,156,1,81
Cœur de Bœuf,24.8,24.8,86,93,99,140,1,99
Marmande,23.6,25.3,72,113,82,143,0,58
Cœur de Bœuf,19.6,20.6,46,136,92,146,0,90
Marmande,21.1,27.7,62,110,88,144,0,59
Marmande,27.0,24.5,50,99,69,160,0,85
Cœur de Bœuf,24.9,20.5,72,135,74,163,0,98
Cerise,27.9,19.2,79,114,69,165,1,75
Cerise,25.7,26.0,85,95,85,169,1,93
Noire de Crimée,27.4,19.7,44,105,99,142,0,52
Noire de Crimée,20.2,20.3,84,133,88,147,1,85
Cœur de Bœuf,25.7,24.2,86,117,93,146,0,72
Cerise,18.2,24.4,80,125,77,168,1,79
Marmande,24.7,25.2,47,122,61,157,1,88
Noire de Crimée,22.7,22.5,56,119,84,155,1,72
Marmande,21.5,26.0,57,125,80,143,0,72
Noire de Crimée,26.6,27.8,89,114,90,166,1,92
Cœur de Bœuf,26.5,21.4,66,102,81,140,1,85
Cerise,18.2,25.3,70,128,68,161,1,74
Noire de Crimée,24.1,27.4,43,104,86,153,0,69
Cerise,21.7,25.2,41,127,84,160,1,87
Marmande,22.2,25.1,44,119,84,169,0,82
Cœur de Bœuf,26.3,21.0,56,103,86,137,0,82
Cerise,21.1,23.8,78,139,69,168,0,87
Cœur de Bœuf,27.4,24.1,71,93,89,137,0,50
Cerise,19.8,25.3,68,90,63,160,0,96
Marmande,24.6,28.0,55,92,80,148,0,82
Marmande,24.7,19.3,40,134,89,165,1,87
Cœur de Bœuf,20.5,19.6,51,139,92,168,0,73
Marmande,21.2,19.7,58,125,85,161,1,58
Noire de Crimée,26.3,25.7,48,93,61,150,0,80
Cerise,25.6,20.2,87,132,82,152,0,87
Marmande,21.3,24.6,46,103,90,165,0,98
Noire de Crimée,23.3,21.9,69,114,63,144,1,77
Cœur de Bœuf,18.6,23.1,54,128,79,131,0,72
Noire de Crimée,20.1,20.9,83,92,84,141,0,79
Cœur de Bœuf,22.9,26.8,43,96,60,167,1,67
Cœur de Bœuf,18.9,24.3,45,97,61,135,0,75
Cerise,26.4,27.5,77,133,65,167,0,82
Cerise,25.2,24.2,86,96,66,130,0,65
Noire de Crimée,27.4,20.1,74,137,63,167,1,78
Cerise,24.9,20.5,41,114,77,155,1,65
Cerise,27.4,27.9,44,106,64,152,0,82
Cerise,23.5,25.5,47,115,84,130,0,88
Noire de Crimée,24.0,19.4,69,93,60,150,0,95
Marmande,27.8,25.3,87,138,93,148,1,96
Cerise,24.4,22.7,58,107,62,158,0,87
Cerise,18.3,21.8,69,93,76,155,0,72
Noire de Crimée,25.2,20.4,70,106,91,163,1,75
Marmande,27.1,26.6,55,136,83,146,0,98
Cerise,26.0,19.6,77,106,61,147,0,66
Cœur de Bœuf,23.8,21.6,61,134,60,161,1,87
Noire de Crimée,24.7,21.8,72,114,93,133,1,94
Cerise,27.9,20.4,89,92,67,159,1,73
Cerise,18.9,23.6,61,101,68,160,1,92
Cœur de Bœuf,24.7,19.1,47,116,87,147,0,68
Cœur de Bœuf,20.8,21.7,76,106,78,134,0,91
Noire de Crimée,24.4,27.4,51,111,79,161,1,76
Noire de Crimée,24.1,21.8,89,128,66,158,0,51
Cœur de Bœuf,19.5,22.2,44,128,94,141,0,57
Noire de Crimée,20.1,23.3,64,132,78,144,1,64
Cœur de Bœuf,24.2,24.1,68,137,76,144,0,90
Cerise,19.3,26.3,52,125,99,164,0,62
Cœur de Bœuf,20.7,20.7,65,105,77,164,0,76
Cœur de Bœuf,26.4,26.8,61,126,66,143,0,71
Marmande,21.3,25.8,68,118,86,168,0,96
Cœur de Bœuf,22.9,25.5,51,103,98,147,1,96
Cœur de Bœuf,27.4,19.8,87,96,89,167,0,50
Marmande,20.3,19.2,85,130,82,151,0,54
Noire de Crimée,21.9,24.3,82,117,79,167,0,78
Marmande,24.1,26.8,67,102,82,140,0,64
Cerise,25.6,24.3,48,105,85,132,1,79
Marmande,27.0,20.9,49,110,73,143,0,95
Cerise,27.2,19.8,87,93,90,154,0,55
Noire de Crimée,25.8,25.3,81,128,86,143,0,55
Marmande,20.3,25.5,65,124,68,160,0,72
Marmande,18.2,20.6,75,104,82,154,1,54
Noire de Crimée,21.8,19.3,79,115,69,148,1,71
Cerise,19.4,22.7,50,135,82,141,0,90
Marmande,25.1,24.2,45,96,69,136,0,69
Cerise,24.6,25.4,43,107,61,143,0,69
Marmande,18.4,26.3,66,114,96,158,1,88
Cœur de Bœuf,26.4,24.5,63,126,99,143,0,79
Marmande,20.5,20.0,44,110,97,152,0,97
Noire de Crimée,22.3,25.1,89,97,97,143,0,66
Noire de Crimée,24.7,27.9,42,109,60,152,0,72
Cerise,22.3,27.2,46,107,77,137,0,89
Marmande,22.4,26.8,63,108,94,142,0,99
Cerise,18.7,21.7,61,92,66,165,0,62
Cerise,22.0,25.8,51,127,81,130,1,95
Cœur de Bœuf,25.6,26.7,74,107,84,166,0,85
Cœur de Bœuf,27.2,25.1,56,116,82,155,0,91
Noire de Crimée,22.1,21.3,42,104,68,133,0,59
Cerise,22.2,27.6,50,135,86,145,1,87
Noire de Crimée,25.0,23.1,45,110,70,154,0,88
Marmande,27.4,20.2,82,111,86,148,0,88
Cerise,20.7,20.0,75,97,99,149,0,53
Cerise,22.4,24.8,56,100,87,155,0,68
Marmande,26.0,22.9,61,132,77,161,0,90
Marmande,24.1,19.9,40,101,95,132,1,77
Noire de Crimée,19.1,25.7,83,137,93,136,0,76
Noire de Crimée,24.3,26.2,42,128,72,161,0,72
Marmande,19.9,25.5,55,116,89,134,0,68
Noire de Crimée,23.1,20.8,74,124,87,150,0,65
Marmande,23.3,25.2,53,91,81,159,0,84
Cerise,26.8,19.1,88,124,83,149,0,54
Cerise,22.6,21.7,46,120,89,158,0,73
Cœur de Bœuf,20.8,22.6,65,97,97,153,0,54
Cerise,20.3,26.5,82,109,79,130,0,78
Marmande,26.7,22.5,87,97,65,154,1,55
Noire de Crimée,19.7,19.1,70,93,92,156,1,90
Cœur de Bœuf,22.3,22.2,63,120,97,154,1,90
Noire de Crimée,19.9,23.5,58,121,74,150,0,93
Marmande,25.7,27.5,76,102,74,146,0,97
Cerise,22.7,27.5,40,111,91,157,0,97
Cœur de Bœuf,21.5,20.6,64,115,73,161,1,86
Marmande,21.6,20.7,49,106,67,163,0,78
Cœur de Bœuf,26.5,20.5,57,118,95,151,0,82
Cœur de Bœuf,23.5,26.1,81,116,81,148,1,76
Cerise,25.2,19.1,40,111,97,137,1,84
Marmande,27.0,20.1,68,107,79,131,0,87
Noire de Crimée,27.0,23.8,52,94,83,134,0,89
Cœur de Bœuf,21.3,21.2,43,101,80,157,0,97
Cœur de Bœuf,27.5,19.8,51,91,87,133,0,55
Noire de Crimée,18.2,22.2,87,131,82,165,1,95
Marmande,21.8,21.5,58,96,83,130,1,59
Cœur de Bœuf,27.0,23.6,65,136,98,144,0,85
Cœur de Bœuf,20.7,27.8,83,115,82,142,0,93
Cœur de Bœuf,20.7,20.1,77,128,63,160,1,56
Marmande,21.0,22.4,55,104,63,146,0,56
Marmande,24.1,27.4,83,137,89,135,0,78
Noire de Crimée,22.4,26.9,64,122,87,153,1,65
Marmande,25.3,22.5,49,136,90,142,0,50
Marmande,26.9,25.3,76,92,92,150,1,97
Cerise,24.7,19.8,67,131,78,153,0,84
Noire de Crimée,20.0,25.4,67,137,69,151,0,96
Cœur de Bœuf,27.3,27.8,64,91,84,158,1,78
Marmande,20.6,23.8,64,106,96,153,0,87
Cœur de Bœuf,19.5,23.5,51,90,72,141,0,62
Cœur de Bœuf,18.9,20.7,47,125,65,149,0,89
Cerise,23.6,24.7,75,132,89,163,1,61
Marmande,19.1,24.3,78,106,82,144,0,72
Noire de Crimée,19.4,24.9,63,91,95,133,0,95
Marmande,21.0,19.2,62,122,75,143,0,65
Cœur de Bœuf,20.8,23.9,76,118,67,130,0,63
Noire de Crimée,24.0,24.4,50,95,75,162,0,65
Marmande,26.2,20.9,56,132,70,158,1,55
Cœur de Bœuf,25.6,20.9,67,125,60,139,1,85
Cœur de Bœuf,20.6,21.5,42,113,81,165,0,73
Cerise,20.5,25.4,41,100,77,143,1,76
Cerise,27.7,24.5,68,94,95,151,0,74
Cerise,18.1,26.6,73,119,70,162,0,89
Cœur de Bœuf,26.8,21.7,53,99,79,157,1,85
Marmande,20.0,27.2,72,126,69,136,0,78
Cerise,27.5,25.7,87,116,69,165,0,80
Marmande,21.4,22.6,86,116,96,165,0,52
Cerise,22.4,19.9,57,113,81,163,0,62
Noire de Crimée,25.1,21.3,68,92,70,166,0,53
Noire de Crimée,23.9,27.6,41,127,94,135,0,60
Cerise,21.2,21.8,50,115,68,164,0,97
Cœur de Bœuf,23.5,22.0,70,134,74,156,0,64
Cerise,25.3,20.7,88,137,78,159,0,51
Cerise,18.4,26.3,52,128,96,161,1,64
Cœur de Bœuf,18.1,21.5,83,107,65,148,0,55
Noire de Crimée,22.6,22.0,65,92,95,151,0,96
Marmande,19.3,22.7,73,127,64,150,0,62
Cerise,24.6,22.9,89,131,62,134,1,84
Cœur de Bœuf,20.1,22.7,49,137,69,150,0,93
Cerise,22.3,23.5,51,114,72,149,0,93
Cœur de Bœuf,20.0,26.3,88,102,63,167,0,98
Marmande,23.5,26.4,61,114,99,160,0,89
Marmande,19.2,26.2,85,113,92,166,1,62
Noire de Crimée,18.2,19.9,70,130,93,135,0,61
Cœur de Bœuf,18.5,26.2,58,105,95,160,1,65
Cœur de Bœuf,27.5,20.1,84,132,92,153,0,92
Noire de Crimée,19.4,20.1,63,130,80,147,0,90
Noire de Crimée,25.1,27.5,64,131,98,158,0,69
Cœur de Bœuf,18.7,26.4,74,100,64,141,0,89
Noire de Crimée,19.1,24.0,47,110,72,141,0,62
Marmande,23.1,26.9,44,120,99,158,0,83
Cerise,22.6,27.9,61,104,76,136,1,68
Marmande,27.5,24.5,67,134,69,145,0,94
Noire de Crimée,27.4,24.5,51,138,69,141,0,76
Cœur de Bœuf,25.8,25.8,72,125,61,150,0,78
Cœur de Bœuf,24.0,21.1,55,132,97,133,0,68
Marmande,22.5,20.5,65,90,80,146,1,92
Cœur de Bœuf,21.6,25.8,51,117,60,157,1,76
Noire de Crimée,27.5,22.1,62,122,89,160,0,51
Marmande,24.0,20.2,88,92,77,137,0,89
Cœur de Bœuf,23.8,21.8,65,104,94,155,0,88
Cerise,20.3,22.2,80,122,98,169,0,50
Cerise,18.5,27.7,52,121,81,160,1,63
Noire de Crimée,27.5,25.3,62,112,62,148,0,57
Cœur de Bœuf,21.1,23.8,70,115,65,136,0,76
Noire de Crimée,22.4,27.7,75,137,95,134,0,82
Marmande,19.1,27.1,66,106,75,142,1,80
Cerise,26.4,23.6,75,98,62,147,0,79
Marmande,18.3,27.2,86,94,95,147,1,74
Cœur de Bœuf,26.3,22.6,81,118,70,149,0,98
Noire de Crimée,19.4,21.1,62,95,76,152,1,85
Noire de Crimée,26.9,21.1,77,136,78,165,0,87
Noire de Crimée,25.3,25.0,42,130,67,169,0,50
Marmande,19.6,23.5,69,124,73,162,0,80
Cerise,23.7,24.9,71,110,85,136,0,84
Marmande,21.1,25.2,54,134,84,169,0,70
Marmande,19.8,19.2,77,134,69,134,0,83
Cœur de Bœuf,26.6,19.5,50,112,91,161,0,66
Cœur de Bœuf,22.0,23.8,41,124,74,138,0,58
Cœur de Bœuf,22.0,20.7,65,135,63,159,0,78
Cerise,19.7,24.7,73,91,87,161,1,57
Cerise,21.8,24.0,40,131,63,168,0,68
Cœur de Bœuf,26.7,24.3,50,98,72,133,0,96
Cœur de Bœuf,21.6,21.7,44,102,71,154,1,55
